sample_id,split,parquet_file,row_group,row_in_row_group,row_in_split,audio_path,label,label_idx
train:00000291,train,train-00000-of-00024.parquet,2,91,291,XC277553.wav,amepip,6
train:00000300,train,train-00000-of-00024.parquet,3,0,300,XC277603.wav,amepip,6
train:00000302,train,train-00000-of-00024.parquet,3,2,302,XC277605.wav,amepip,6
train:00000303,train,train-00000-of-00024.parquet,3,3,303,XC277637.wav,amepip,6
train:00000308,train,train-00000-of-00024.parquet,3,8,308,XC309672.wav,amepip,6
train:00000313,train,train-00000-of-00024.parquet,3,13,313,XC342803.wav,amepip,6
train:00000318,train,train-00000-of-00024.parquet,3,18,318,XC358862.wav,amepip,6
train:00000322,train,train-00000-of-00024.parquet,3,22,322,XC406160.wav,amepip,6
train:00000325,train,train-00000-of-00024.parquet,3,25,325,XC438455.wav,amepip,6
train:00000326,train,train-00000-of-00024.parquet,3,26,326,XC448720.wav,amepip,6
train:00000334,train,train-00000-of-00024.parquet,3,34,334,XC125512.wav,amered,7
train:00000340,train,train-00000-of-00024.parquet,3,40,340,XC137604.wav,amered,7
train:00000341,train,train-00000-of-00024.parquet,3,41,341,XC137610.wav,amered,7
train:00000343,train,train-00000-of-00024.parquet,3,43,343,XC139880.wav,amered,7
train:00000358,train,train-00000-of-00024.parquet,3,58,358,XC193769.wav,amered,7
train:00000361,train,train-00000-of-00024.parquet,3,61,361,XC205267.wav,amered,7
train:00000363,train,train-00000-of-00024.parquet,3,63,363,XC252571.wav,amered,7
train:00000372,train,train-00000-of-00024.parquet,3,72,372,XC325943.wav,amered,7
train:00000375,train,train-00000-of-00024.parquet,3,75,375,XC332762.wav,amered,7
train:00000377,train,train-00000-of-00024.parquet,3,77,377,XC361030.wav,amered,7
train:00000378,train,train-00000-of-00024.parquet,3,78,378,XC371041.wav,amered,7
train:00000382,train,train-00000-of-00024.parquet,3,82,382,XC386075.wav,amered,7
train:00000383,train,train-00000-of-00024.parquet,3,83,383,XC390592.wav,amered,7
train:00000385,train,train-00000-of-00024.parquet,3,85,385,XC391158.wav,amered,7
train:00000394,train,train-00000-of-00024.parquet,3,94,394,XC164729.wav,amerob,8
train:00000399,train,train-00000-of-00024.parquet,3,99,399,XC165285.wav,amerob,8
train:00000400,train,train-00000-of-00024.parquet,4,0,400,XC165291.wav,amerob,8
train:00000403,train,train-00000-of-00024.parquet,4,3,403,XC165295.wav,amerob,8
train:00000412,train,train-00000-of-00024.parquet,4,12,412,XC187409.wav,amerob,8
train:00000430,train,train-00000-of-00024.parquet,4,30,430,XC368614.wav,amerob,8
train:00000432,train,train-00000-of-00024.parquet,4,32,432,XC375006.wav,amerob,8
train:00000433,train,train-00000-of-00024.parquet,4,33,433,XC381535.wav,amerob,8
train:00000434,train,train-00000-of-00024.parquet,4,34,434,XC381579.wav,amerob,8
train:00000436,train,train-00000-of-00024.parquet,4,36,436,XC384027.wav,amerob,8
train:00000439,train,train-00000-of-00024.parquet,4,39,439,XC396272.wav,amerob,8
train:00000443,train,train-00000-of-00024.parquet,4,43,443,XC422421.wav,amerob,8
train:00000448,train,train-00000-of-00024.parquet,4,48,448,XC446462.wav,amerob,8
train:00000450,train,train-00000-of-00024.parquet,4,50,450,XC451211.wav,amerob,8
train:00000452,train,train-00000-of-00024.parquet,4,52,452,XC464670.wav,amerob,8
train:00000453,train,train-00000-of-00024.parquet,4,53,453,XC464766.wav,amerob,8
train:00000455,train,train-00000-of-00024.parquet,4,55,455,XC464999.wav,amerob,8
train:00000459,train,train-00000-of-00024.parquet,4,59,459,XC468243.wav,amerob,8
train:00000465,train,train-00000-of-00024.parquet,4,65,465,XC483628.wav,amerob,8
train:00000467,train,train-00000-of-00024.parquet,4,67,467,XC172886.wav,amewig,9
train:00000473,train,train-00000-of-00024.parquet,4,73,473,XC298401.wav,amewig,9
train:00000475,train,train-00000-of-00024.parquet,4,75,475,XC309315.wav,amewig,9
train:00000478,train,train-00000-of-00024.parquet,4,78,478,XC396690.wav,amewig,9
train:00000485,train,train-00000-of-00024.parquet,4,85,485,XC138054.wav,amewoo,10
train:00000488,train,train-00000-of-00024.parquet,4,88,488,XC167153.wav,amewoo,10
train:00000493,train,train-00000-of-00024.parquet,4,93,493,XC243587.wav,amewoo,10
train:00000498,train,train-00000-of-00024.parquet,4,98,498,XC308295.wav,amewoo,10
train:00000500,train,train-00000-of-00024.parquet,5,0,500,XC312954.wav,amewoo,10
train:00000503,train,train-00000-of-00024.parquet,5,3,503,XC318915.wav,amewoo,10
train:00000514,train,train-00000-of-00024.parquet,5,14,514,XC416029.wav,amewoo,10
train:00000515,train,train-00000-of-00024.parquet,5,15,515,XC416031.wav,amewoo,10
train:00000518,train,train-00000-of-00024.parquet,5,18,518,XC418101.wav,amewoo,10
train:00000521,train,train-00000-of-00024.parquet,5,21,521,XC461241.wav,amewoo,10
train:00000525,train,train-00000-of-00024.parquet,5,25,525,XC475141.wav,amewoo,10
train:00000527,train,train-00000-of-00024.parquet,5,27,527,XC51754.wav,amewoo,10
train:00000536,train,train-00000-of-00024.parquet,5,36,536,XC157778.wav,amtspa,11
train:00000537,train,train-00000-of-00024.parquet,5,37,537,XC157779.wav,amtspa,11
train:00000540,train,train-00000-of-00024.parquet,5,40,540,XC169443.wav,amtspa,11
train:00000548,train,train-00000-of-00024.parquet,5,48,548,XC210762.wav,amtspa,11
train:00000553,train,train-00000-of-00024.parquet,5,53,553,XC243969.wav,amtspa,11
train:00000558,train,train-00000-of-00024.parquet,5,58,558,XC310909.wav,amtspa,11
train:00000561,train,train-00000-of-00024.parquet,5,61,561,XC342952.wav,amtspa,11
train:00000562,train,train-00000-of-00024.parquet,5,62,562,XC342954.wav,amtspa,11
train:00000566,train,train-00000-of-00024.parquet,5,66,566,XC394107.wav,amtspa,11
train:00000570,train,train-00000-of-00024.parquet,5,70,570,XC446806.wav,amtspa,11
train:00000572,train,train-00000-of-00024.parquet,5,72,572,XC482783.wav,amtspa,11
train:00000574,train,train-00000-of-00024.parquet,5,74,574,XC120843.wav,annhum,12
train:00000576,train,train-00000-of-00024.parquet,5,76,576,XC132216.wav,annhum,12
train:00000589,train,train-00000-of-00024.parquet,5,89,589,XC132246.wav,annhum,12
train:00000598,train,train-00001-of-00024.parquet,0,6,598,XC144101.wav,annhum,12
train:00000600,train,train-00001-of-00024.parquet,0,8,600,XC156822.wav,annhum,12
train:00000604,train,train-00001-of-00024.parquet,0,12,604,XC160908.wav,annhum,12
train:00000608,train,train-00001-of-00024.parquet,0,16,608,XC160913.wav,annhum,12
train:00000610,train,train-00001-of-00024.parquet,0,18,610,XC169596.wav,annhum,12
train:00000612,train,train-00001-of-00024.parquet,0,20,612,XC198054.wav,annhum,12
train:00000623,train,train-00001-of-00024.parquet,0,31,623,XC350764.wav,annhum,12
train:00000625,train,train-00001-of-00024.parquet,0,33,625,XC367257.wav,annhum,12
train:00000627,train,train-00001-of-00024.parquet,0,35,627,XC442358.wav,annhum,12
train:00000629,train,train-00001-of-00024.parquet,0,37,629,XC448778.wav,annhum,12
train:00000630,train,train-00001-of-00024.parquet,0,38,630,XC449497.wav,annhum,12
train:00000634,train,train-00001-of-00024.parquet,0,42,634,XC452506.wav,annhum,12
train:00000635,train,train-00001-of-00024.parquet,0,43,635,XC452540.wav,annhum,12
train:00000641,train,train-00001-of-00024.parquet,0,49,641,XC473410.wav,annhum,12
train:00000646,train,train-00001-of-00024.parquet,0,54,646,XC501895.wav,annhum,12
train:00000648,train,train-00001-of-00024.parquet,0,56,648,XC57971.wav,annhum,12
train:00000653,train,train-00001-of-00024.parquet,0,61,653,XC122811.wav,astfly,13
train:00000654,train,train-00001-of-00024.parquet,0,62,654,XC122812.wav,astfly,13
train:00000656,train,train-00001-of-00024.parquet,0,64,656,XC122814.wav,astfly,13
train:00000660,train,train-00001-of-00024.parquet,0,68,660,XC122818.wav,astfly,13
train:00000661,train,train-00001-of-00024.parquet,0,69,661,XC122819.wav,astfly,13
train:00000668,train,train-00001-of-00024.parquet,0,76,668,XC122892.wav,astfly,13
train:00000672,train,train-00001-of-00024.parquet,0,80,672,XC122900.wav,astfly,13
train:00000674,train,train-00001-of-00024.parquet,0,82,674,XC122908.wav,astfly,13
train:00000677,train,train-00001-of-00024.parquet,0,85,677,XC122911.wav,astfly,13
train:00000681,train,train-00001-of-00024.parquet,0,89,681,XC122915.wav,astfly,13
train:00000689,train,train-00001-of-00024.parquet,0,97,689,XC124595.wav,astfly,13
train:00000692,train,train-00001-of-00024.parquet,1,0,692,XC163942.wav,astfly,13
train:00000695,train,train-00001-of-00024.parquet,1,3,695,XC185157.wav,astfly,13
train:00000701,train,train-00001-of-00024.parquet,1,9,701,XC268658.wav,astfly,13
train:00000706,train,train-00001-of-00024.parquet,1,14,706,XC283540.wav,astfly,13
train:00000717,train,train-00001-of-00024.parquet,1,25,717,XC418344.wav,astfly,13
train:00000718,train,train-00001-of-00024.parquet,1,26,718,XC442320.wav,astfly,13
train:00000719,train,train-00001-of-00024.parquet,1,27,719,XC442321.wav,astfly,13
train:00000722,train,train-00001-of-00024.parquet,1,30,722,XC460588.wav,astfly,13
train:00000725,train,train-00001-of-00024.parquet,1,33,725,XC148500.wav,baisan,14
train:00000728,train,train-00001-of-00024.parquet,1,36,728,XC148504.wav,baisan,14
train:00000730,train,train-00001-of-00024.parquet,1,38,730,XC232898.wav,baisan,14
train:00000734,train,train-00001-of-00024.parquet,1,42,734,XC238077.wav,baisan,14
train:00000735,train,train-00001-of-00024.parquet,1,43,735,XC2467.wav,baisan,14
train:00000746,train,train-00001-of-00024.parquet,1,54,746,XC470771.wav,baisan,14
train:00000753,train,train-00001-of-00024.parquet,1,61,753,XC491631.wav,baisan,14
train:00000756,train,train-00001-of-00024.parquet,1,64,756,XC491634.wav,baisan,14
train:00000762,train,train-00001-of-00024.parquet,1,70,762,XC149275.wav,baleag,15
train:00000763,train,train-00001-of-00024.parquet,1,71,763,XC149276.wav,baleag,15
train:00000765,train,train-00001-of-00024.parquet,1,73,765,XC150215.wav,baleag,15
train:00000770,train,train-00001-of-00024.parquet,1,78,770,XC169752.wav,baleag,15
train:00000779,train,train-00001-of-00024.parquet,1,87,779,XC293803.wav,baleag,15
train:00000787,train,train-00001-of-00024.parquet,1,95,787,XC451490.wav,baleag,15
train:00000789,train,train-00001-of-00024.parquet,1,97,789,XC499561.wav,baleag,15
train:00000790,train,train-00001-of-00024.parquet,1,98,790,XC51757.wav,baleag,15
train:00000795,train,train-00001-of-00024.parquet,2,3,795,XC166220.wav,balori,16
train:00000799,train,train-00001-of-00024.parquet,2,7,799,XC185570.wav,balori,16
train:00000801,train,train-00001-of-00024.parquet,2,9,801,XC217753.wav,balori,16
train:00000802,train,train-00001-of-00024.parquet,2,10,802,XC217783.wav,balori,16
train:00000805,train,train-00001-of-00024.parquet,2,13,805,XC217796.wav,balori,16
train:00000809,train,train-00001-of-00024.parquet,2,17,809,XC217804.wav,balori,16
train:00000812,train,train-00001-of-00024.parquet,2,20,812,XC217809.wav,balori,16
train:00000814,train,train-00001-of-00024.parquet,2,22,814,XC243991.wav,balori,16
train:00000816,train,train-00001-of-00024.parquet,2,24,816,XC253854.wav,balori,16
train:00000826,train,train-00001-of-00024.parquet,2,34,826,XC329040.wav,balori,16
train:00000831,train,train-00001-of-00024.parquet,2,39,831,XC383954.wav,balori,16
train:00000833,train,train-00001-of-00024.parquet,2,41,833,XC390276.wav,balori,16
train:00000838,train,train-00001-of-00024.parquet,2,46,838,XC396159.wav,balori,16
train:00000843,train,train-00001-of-00024.parquet,2,51,843,XC442962.wav,balori,16
train:00000848,train,train-00001-of-00024.parquet,2,56,848,XC138873.wav,banswa,17
train:00000850,train,train-00001-of-00024.parquet,2,58,850,XC140280.wav,banswa,17
train:00000854,train,train-00001-of-00024.parquet,2,62,854,XC142649.wav,banswa,17
train:00000863,train,train-00001-of-00024.parquet,2,71,863,XC190292.wav,banswa,17
train:00000865,train,train-00001-of-00024.parquet,2,73,865,XC190912.wav,banswa,17
train:00000876,train,train-00001-of-00024.parquet,2,84,876,XC286532.wav,banswa,17
train:00000879,train,train-00001-of-00024.parquet,2,87,879,XC299501.wav,banswa,17
train:00000882,train,train-00001-of-00024.parquet,2,90,882,XC304789.wav,banswa,17
train:00000883,train,train-00001-of-00024.parquet,2,91,883,XC304790.wav,banswa,17
train:00000884,train,train-00001-of-00024.parquet,2,92,884,XC304877.wav,banswa,17
train:00000887,train,train-00001-of-00024.parquet,2,95,887,XC314933.wav,banswa,17
train:00000897,train,train-00001-of-00024.parquet,3,5,897,XC372067.wav,banswa,17
train:00000902,train,train-00001-of-00024.parquet,3,10,902,XC380017.wav,banswa,17
train:00000908,train,train-00001-of-00024.parquet,3,16,908,XC399828.wav,banswa,17
train:00000912,train,train-00001-of-00024.parquet,3,20,912,XC482364.wav,banswa,17
train:00000913,train,train-00001-of-00024.parquet,3,21,913,XC490386.wav,banswa,17
train:00000914,train,train-00001-of-00024.parquet,3,22,914,XC498255.wav,banswa,17
train:00000916,train,train-00001-of-00024.parquet,3,24,916,XC139171.wav,barswa,18
train:00000919,train,train-00001-of-00024.parquet,3,27,919,XC156257.wav,barswa,18
train:00000927,train,train-00001-of-00024.parquet,3,35,927,XC317542.wav,barswa,18
train:00000935,train,train-00001-of-00024.parquet,3,43,935,XC333650.wav,barswa,18
train:00000938,train,train-00001-of-00024.parquet,3,46,938,XC344096.wav,barswa,18
train:00000940,train,train-00001-of-00024.parquet,3,48,940,XC364681.wav,barswa,18
train:00000947,train,train-00001-of-00024.parquet,3,55,947,XC383831.wav,barswa,18
train:00000949,train,train-00001-of-00024.parquet,3,57,949,XC385612.wav,barswa,18
train:00000952,train,train-00001-of-00024.parquet,3,60,952,XC432092.wav,barswa,18
train:00000954,train,train-00001-of-00024.parquet,3,62,954,XC433032.wav,barswa,18
train:00000955,train,train-00001-of-00024.parquet,3,63,955,XC433813.wav,barswa,18
train:00000958,train,train-00001-of-00024.parquet,3,66,958,XC447363.wav,barswa,18
train:00000964,train,train-00001-of-00024.parquet,3,72,964,XC131879.wav,bawwar,19
train:00000967,train,train-00001-of-00024.parquet,3,75,967,XC137042.wav,bawwar,19
train:00000978,train,train-00001-of-00024.parquet,3,86,978,XC167817.wav,bawwar,19
train:00000979,train,train-00001-of-00024.parquet,3,87,979,XC168795.wav,bawwar,19
train:00000983,train,train-00001-of-00024.parquet,3,91,983,XC177379.wav,bawwar,19
train:00000988,train,train-00001-of-00024.parquet,3,96,988,XC189413.wav,bawwar,19
train:00000996,train,train-00001-of-00024.parquet,4,4,996,XC393130.wav,bawwar,19
train:00001003,train,train-00001-of-00024.parquet,4,11,1003,XC418093.wav,bawwar,19
train:00001004,train,train-00001-of-00024.parquet,4,12,1004,XC422147.wav,bawwar,19
train:00001006,train,train-00001-of-00024.parquet,4,14,1006,XC486855.wav,bawwar,19
train:00001007,train,train-00001-of-00024.parquet,4,15,1007,XC486856.wav,bawwar,19
train:00001011,train,train-00001-of-00024.parquet,4,19,1011,XC502311.wav,bawwar,19
train:00001022,train,train-00001-of-00024.parquet,4,30,1022,XC149290.wav,belkin1,20
train:00001027,train,train-00001-of-00024.parquet,4,35,1027,XC195032.wav,belkin1,20
train:00001031,train,train-00001-of-00024.parquet,4,39,1031,XC306127.wav,belkin1,20
train:00001033,train,train-00001-of-00024.parquet,4,41,1033,XC321817.wav,belkin1,20
train:00001034,train,train-00001-of-00024.parquet,4,42,1034,XC332245.wav,belkin1,20
train:00001036,train,train-00001-of-00024.parquet,4,44,1036,XC338622.wav,belkin1,20
train:00001038,train,train-00001-of-00024.parquet,4,46,1038,XC340786.wav,belkin1,20
train:00001039,train,train-00001-of-00024.parquet,4,47,1039,XC340787.wav,belkin1,20
train:00001043,train,train-00001-of-00024.parquet,4,51,1043,XC383433.wav,belkin1,20
train:00001049,train,train-00001-of-00024.parquet,4,57,1049,XC448752.wav,belkin1,20
train:00001054,train,train-00001-of-00024.parquet,4,62,1054,XC51775.wav,belkin1,20
train:00001058,train,train-00001-of-00024.parquet,4,66,1058,XC125544.wav,belspa2,21
train:00001059,train,train-00001-of-00024.parquet,4,67,1059,XC125547.wav,belspa2,21
train:00001066,train,train-00001-of-00024.parquet,4,74,1066,XC125558.wav,belspa2,21
train:00001067,train,train-00001-of-00024.parquet,4,75,1067,XC125559.wav,belspa2,21
train:00001069,train,train-00001-of-00024.parquet,4,77,1069,XC125561.wav,belspa2,21
train:00001075,train,train-00001-of-00024.parquet,4,83,1075,XC125576.wav,belspa2,21
train:00001077,train,train-00001-of-00024.parquet,4,85,1077,XC125581.wav,belspa2,21
train:00001084,train,train-00001-of-00024.parquet,4,92,1084,XC167609.wav,belspa2,21
train:00001089,train,train-00001-of-00024.parquet,4,97,1089,XC279738.wav,belspa2,21
train:00001092,train,train-00001-of-00024.parquet,5,0,1092,XC311622.wav,belspa2,21
train:00001097,train,train-00001-of-00024.parquet,5,5,1097,XC399368.wav,belspa2,21
train:00001103,train,train-00001-of-00024.parquet,5,11,1103,XC418236.wav,belspa2,21
train:00001106,train,train-00001-of-00024.parquet,5,14,1106,XC444606.wav,belspa2,21
train:00001108,train,train-00001-of-00024.parquet,5,16,1108,XC457138.wav,belspa2,21
train:00001113,train,train-00001-of-00024.parquet,5,21,1113,XC212943.wav,bewwre,22
train:00001122,train,train-00001-of-00024.parquet,5,30,1122,XC217841.wav,bewwre,22
train:00001123,train,train-00001-of-00024.parquet,5,31,1123,XC217843.wav,bewwre,22
train:00001125,train,train-00001-of-00024.parquet,5,33,1125,XC217851.wav,bewwre,22
train:00001126,train,train-00001-of-00024.parquet,5,34,1126,XC217853.wav,bewwre,22
train:00001139,train,train-00001-of-00024.parquet,5,47,1139,XC309697.wav,bewwre,22
train:00001142,train,train-00001-of-00024.parquet,5,50,1142,XC323974.wav,bewwre,22
train:00001144,train,train-00001-of-00024.parquet,5,52,1144,XC323977.wav,bewwre,22
train:00001145,train,train-00001-of-00024.parquet,5,53,1145,XC323979.wav,bewwre,22
train:00001146,train,train-00001-of-00024.parquet,5,54,1146,XC323981.wav,bewwre,22
train:00001148,train,train-00001-of-00024.parquet,5,56,1148,XC324448.wav,bewwre,22
train:00001155,train,train-00001-of-00024.parquet,5,63,1155,XC351049.wav,bewwre,22
train:00001156,train,train-00001-of-00024.parquet,5,64,1156,XC351058.wav,bewwre,22
train:00001158,train,train-00001-of-00024.parquet,5,66,1158,XC351075.wav,bewwre,22
train:00001161,train,train-00001-of-00024.parquet,5,69,1161,XC351081.wav,bewwre,22
train:00001164,train,train-00001-of-00024.parquet,5,72,1164,XC371799.wav,bewwre,22
train:00001177,train,train-00001-of-00024.parquet,5,85,1177,XC469010.wav,bewwre,22
train:00001178,train,train-00001-of-00024.parquet,5,86,1178,XC475741.wav,bewwre,22
train:00001183,train,train-00001-of-00024.parquet,5,91,1183,XC136330.wav,bkbcuc,23
train:00001186,train,train-00002-of-00024.parquet,0,2,1186,XC179578.wav,bkbcuc,23
train:00001187,train,train-00002-of-00024.parquet,0,3,1187,XC183235.wav,bkbcuc,23
train:00001194,train,train-00002-of-00024.parquet,0,10,1194,XC240677.wav,bkbcuc,23
train:00001197,train,train-00002-of-00024.parquet,0,13,1197,XC241821.wav,bkbcuc,23
train:00001202,train,train-00002-of-00024.parquet,0,18,1202,XC322763.wav,bkbcuc,23
train:00001203,train,train-00002-of-00024.parquet,0,19,1203,XC325191.wav,bkbcuc,23
train:00001210,train,train-00002-of-00024.parquet,0,26,1210,XC139856.wav,bkbmag1,24
train:00001213,train,train-00002-of-00024.parquet,0,29,1213,XC153246.wav,bkbmag1,24
train:00001216,train,train-00002-of-00024.parquet,0,32,1216,XC195446.wav,bkbmag1,24
train:00001220,train,train-00002-of-00024.parquet,0,36,1220,XC291048.wav,bkbmag1,24
train:00001221,train,train-00002-of-00024.parquet,0,37,1221,XC291049.wav,bkbmag1,24
train:00001228,train,train-00002-of-00024.parquet,0,44,1228,XC348433.wav,bkbmag1,24
train:00001232,train,train-00002-of-00024.parquet,0,48,1232,XC406300.wav,bkbmag1,24
train:00001236,train,train-00002-of-00024.parquet,0,52,1236,XC433389.wav,bkbmag1,24
train:00001243,train,train-00002-of-00024.parquet,0,59,1243,XC139446.wav,bkbwar,25
train:00001244,train,train-00002-of-00024.parquet,0,60,1244,XC158795.wav,bkbwar,25
train:00001245,train,train-00002-of-00024.parquet,0,61,1245,XC158801.wav,bkbwar,25
train:00001250,train,train-00002-of-00024.parquet,0,66,1250,XC172919.wav,bkbwar,25
train:00001254,train,train-00002-of-00024.parquet,0,70,1254,XC176256.wav,bkbwar,25
train:00001256,train,train-00002-of-00024.parquet,0,72,1256,XC177043.wav,bkbwar,25
train:00001266,train,train-00002-of-00024.parquet,0,82,1266,XC201098.wav,bkbwar,25
train:00001267,train,train-00002-of-00024.parquet,0,83,1267,XC217955.wav,bkbwar,25
train:00001269,train,train-00002-of-00024.parquet,0,85,1269,XC244667.wav,bkbwar,25
train:00001276,train,train-00002-of-00024.parquet,0,92,1276,XC316228.wav,bkbwar,25
train:00001279,train,train-00002-of-00024.parquet,0,95,1279,XC317728.wav,bkbwar,25
train:00001281,train,train-00002-of-00024.parquet,0,97,1281,XC331288.wav,bkbwar,25
train:00001290,train,train-00002-of-00024.parquet,1,6,1290,XC416400.wav,bkbwar,25
